C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_244.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_244.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_244.jpg, 0, 0, 0, 8.311075E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_389.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_389.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_389.jpg, 0, 0, 0, 8.175378E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_495.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_495.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_495.jpg, 0, 0, 0, 8.204996E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_597.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_597.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_597.jpg, 0, 0, 0, 8.183852E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_699.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_699.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_699.jpg, 0, 0, 0, 8.163742E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_801.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_801.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_801.jpg, 0, 0, 0, 8.164329E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_21_902.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_21_902.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_21_902.jpg, 0, 0, 0, 8.165189E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_22_004.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_22_004.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_22_004.jpg, 0, 0, 0, 8.178927E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_22_106.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_22_106.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_22_106.jpg, 0, 0, 0, 8.185216E-05
C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\center_2020_04_19_14_46_22_209.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\left_2020_04_19_14_46_22_209.jpg, C:\Users\SAI KRISHNA\Desktop\ML\Datasets\self driving car images\IMG\right_2020_04_19_14_46_22_209.jpg, 0, 0, 0, 8.211151E-05
